0,1562858928573,Thu Jul 11 2019 16:28:48 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562859344989,Thu Jul 11 2019 16:35:44 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562859391081,Thu Jul 11 2019 16:36:31 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562859485522,Thu Jul 11 2019 16:38:05 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562859503108,Thu Jul 11 2019 16:38:23 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562859522235,Thu Jul 11 2019 16:38:42 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562859531932,Thu Jul 11 2019 16:38:51 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562859571942,Thu Jul 11 2019 16:39:31 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562859579175,Thu Jul 11 2019 16:39:39 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562859581882,Thu Jul 11 2019 16:39:41 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
0,1562859582571,Thu Jul 11 2019 16:39:42 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
0,1562859582620,Thu Jul 11 2019 16:39:42 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
0,1562859582691,Thu Jul 11 2019 16:39:42 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
0,1562859582731,Thu Jul 11 2019 16:39:42 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
0,1562859582797,Thu Jul 11 2019 16:39:42 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
0,1562859582863,Thu Jul 11 2019 16:39:42 GMT+0100 (British Summer Time),UpdatedCameraInfo,360Mode,1,-6.123233995736765e-17,-2.220446049250313e-16,110,1.3810835629017446,NONE
