0,1563351425191,Wed Jul 17 2019 09:17:05 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351425194,Wed Jul 17 2019 09:17:05 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351660559,Wed Jul 17 2019 09:21:00 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351660560,Wed Jul 17 2019 09:21:00 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351662206,Wed Jul 17 2019 09:21:02 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351662272,Wed Jul 17 2019 09:21:02 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351663735,Wed Jul 17 2019 09:21:03 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351663737,Wed Jul 17 2019 09:21:03 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351772768,Wed Jul 17 2019 09:22:52 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351772769,Wed Jul 17 2019 09:22:52 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563351979503,Wed Jul 17 2019 09:26:19 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563352067259,Wed Jul 17 2019 09:27:47 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563352082866,Wed Jul 17 2019 09:28:02 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563352678442,Wed Jul 17 2019 09:37:58 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563352691121,Wed Jul 17 2019 09:38:11 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563352903742,Wed Jul 17 2019 09:41:43 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563352916483,Wed Jul 17 2019 09:41:56 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563352924274,Wed Jul 17 2019 09:42:04 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563353285014,Wed Jul 17 2019 09:48:05 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563353388727,Wed Jul 17 2019 09:49:48 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563353928412,Wed Jul 17 2019 09:58:48 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563353968379,Wed Jul 17 2019 09:59:28 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563354725782,Wed Jul 17 2019 10:12:05 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563354766418,Wed Jul 17 2019 10:12:46 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563354994756,Wed Jul 17 2019 10:16:34 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563355032020,Wed Jul 17 2019 10:17:12 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563355070471,Wed Jul 17 2019 10:17:50 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563355088652,Wed Jul 17 2019 10:18:08 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563356319156,Wed Jul 17 2019 10:38:39 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563356376718,Wed Jul 17 2019 10:39:36 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563356446314,Wed Jul 17 2019 10:40:46 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563356524462,Wed Jul 17 2019 10:42:04 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563357131738,Wed Jul 17 2019 10:52:11 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563357252743,Wed Jul 17 2019 10:54:12 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563357556785,Wed Jul 17 2019 10:59:16 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563357584631,Wed Jul 17 2019 10:59:44 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1563357595637,Wed Jul 17 2019 10:59:55 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1563357617346,Wed Jul 17 2019 11:00:17 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
