0,1562861506707,Thu Jul 11 2019 17:11:46 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562861514550,Thu Jul 11 2019 17:11:54 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562861597388,Thu Jul 11 2019 17:13:17 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562861601101,Thu Jul 11 2019 17:13:21 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562861896589,Thu Jul 11 2019 17:18:16 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562861901308,Thu Jul 11 2019 17:18:21 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562862116169,Thu Jul 11 2019 17:21:56 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562862146366,Thu Jul 11 2019 17:22:26 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562862655931,Thu Jul 11 2019 17:30:55 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562862658790,Thu Jul 11 2019 17:30:58 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562862830353,Thu Jul 11 2019 17:33:50 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562863066907,Thu Jul 11 2019 17:37:46 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
0,1562863075749,Thu Jul 11 2019 17:37:55 GMT+0100 (British Summer Time),ModeSwitch,360Mode,,,,,,NONE
0,1562863079745,Thu Jul 11 2019 17:37:59 GMT+0100 (British Summer Time),ModeSwitch,StandardMode,,,,,,NONE
